,character,line,episode number
34514,ELAINE," Yeah, uh, I'm looking for a Rollamech 1000 mechanical pencil.",88
34515,ELAINE," No, I'm sure you do.",88
34516,ELAINE," Well, it's for my boss.",88
34517,ELAINE, Elaine.,88
34518,ELAINE," It's just Elaine, like Cher. Ha ha ha",88
34519,ELAINE," Uh, aw, KL5-239O.",88
34520,ELAINE," Okay,   Move  along. . .",88
34521,JERRY, Why did you give him MY number?,88
34522,ELAINE, I think he's got ideas.,88
34523,JERRY, I wonder if any woman ever said that about Einstein?,88
34524,JERRY, Call me when the pencil comes in Okay?,88
34525,ELAINE," Just call me when the new pen comes in, okay?",88
34526,JERRY, Why does Mr. Pitt prefer a pencil to a pen anyway? Hey. Look who's here.,88
34527,GEORGE," Hey, hey.",88
34528,ELAINE, Hey hey,88
34529,JERRY, Hi Julie.,88
34530,GEORGE," Elaine, Julie.",88
34531,ELAINE, Hi.,88
34532,ELAINE," Oh, mine's ""Ike"".",88
34533,GEORGE," Hey, wanna get some lunch?",88
34534,JERRY, Just had a big bowl of Kix.,88
34535,GEORGE," Ah, well, that's very mature. What about you?",88
34536,ELAINE," Ah, no.",88
34537,ELAINE," No, no. How about if you bring me back something?",88
34538,GEORGE," Sure, all right, what do you want?",88
34539,ELAINE," Um, hum, I don't know.. . . A big salad?",88
34540,GEORGE, What big salad? I'm going to the coffee shop.,88
34541,ELAINE, They have big salads.,88
34542,GEORGE, I've never seen a big salad.,88
34543,ELAINE, They have a big salad.,88
34544,GEORGE, Is that what I ask for? The BIG salad?,88
34545,ELAINE," It's okay, you don't…",88
34546,GEORGE," No, no, Hey I'll get it. What's in the BIG salad?",88
34547,JERRY," Big lettuce, big carrots, tomatoes like volleyballs.",88
34548,GEORGE," , we'll see you in a little while.",88
34549,ELAINE, Maybe I should just get married.,88
34550,JERRY, Dating is really starting to get embarrassing isn't it?,88
34551,ELAINE," I know. You know, whenever I'm on a date I feel people can tell.",88
34552,JERRY, People on dates shouldn't even be allowed out in public.,88
34553,ELAINE, You can say that again.,88
34554,JERRY," It's embarrassing for them. It's painful for us to watch. I'm going out with someone later, I'm not even taking her out of the house.",88
34555,ELAINE, Good for you.,88
34556,JERRY, I don't need a bunch of people staring at us.,88
34557,ELAINE, Right on baby. ,88
34558,JERRY, What was that?,88
34559,KRAMER," That Gendason, what a jerk. I'm never playing golf with him again.",88
34560,ELAINE, Who Gendason?,88
34561,KRAMER, Steve Gendason.,88
34562,ELAINE, Why is that name familiar?,88
34563,ELAINE," Oh, how did you end up playing golf with him?",88
34564,KRAMER," Well, I met him on the course a couple of years ago. Yeah. Played with him a lot. But today was it! We're on the fifteenth hole, ya, he's beating me by a couple of strokes. Then, he's about to hit his second shot, when, he picks up the ball and CLEANS it.",88
34565,ELAINE, So what?,88
34566,KRAMER," Umph, sorry! But the rules clearly state that you cannot clean the ball unless it's on the green. The rules are very clear about that.",88
34567,JERRY, Certainly are.,88
34568,KRAMER," Ya, so I penalized him a stroke.",88
34569,KRAMER, He LOST IT! We almost came to blows. We were face to face like a manager and an umpire like this . . kara a pukka ba ya ka ba . . .,88
34570,JERRY, All right. You're in MY face.,88
34571,ELAINE, I still don't see what the big deal is.,88
34572,KRAMER, A rule is a rule. And let's face it. Without rules there's chaos.,88
34573,GEORGE," Oh, Safire. Uh ha",88
34574,GEORGE, He can be pedantic. He can be pedantic.,88
34575,GEORGE," Yes. Yes. You know what's interesting. The quarterback for the Atlanta Falcons is Bobby Hebert. No ""r"" which I find fascinating. You know it's Herbert h-e-r-b-e-r-t, Hebert h-e-b-e-r-t. ""Hebert"" it's a fun name to pronounce. Try and say it Hebert. Take a shot. All right.  All right. I",88
34576,GEORGE," No, Julie, Julie, don't insult me. You know, what difference does it make who pays for lunch. It's totally meaningless.",88
34577,JERRY,"  Hello. No she's not here. Okay, fine, whatever. I'll tell her. Okay. Goodbye. The stationery store guy called to say he ORDERED your pencil.",88
34578,ELAINE, I told ya'. He has ideas.,88
34579,JERRY, He doesn't even care if a man answers.,88
34580,ELAINE, Or you.,88
34581,GEORGE," Hey, hey.",88
34582,ELAINE, Hey.,88
34583,ELAINE, No problem.,88
34584,ELAINE," Thank you, Julie.",88
34585,GEORGE," No, you go Guggenheim. I'm not much of a Guggenheim.",88
34586,GEORGE," Ya, you go.",88
34587,JERRY, Bye bye,88
34588,GEORGE, Did you see what just happened?,88
34589,JERRY," Well, that all depends. . .",88
34590,GEORGE, Did you happen to notice that Julie handed the big salad to Elaine?,88
34591,JERRY," Yeah, so?",88
34592,GEORGE," Well, she didn't BUY the big salad. I bought the big salad.",88
34593,JERRY, Is that a fact?,88
34594,GEORGE, Yes it is. She just took credit for my salad. That's not right.,88
34595,JERRY, No it isn't.,88
34596,GEORGE, I mean I'm the one who bought it.,88
34597,JERRY, Yes you did.,88
34598,GEORGE, You think she should have said something?,88
34599,JERRY, She could have.,88
34600,GEORGE," Oh, I know.",88
34601,JERRY," Imagine, her taking credit for your big salad.",88
34602,GEORGE, You know you buy a big salad for somebody it would be nice if they knew it.,88
34603,JERRY, Obviously.,88
34604,KRAMER, Turn on the TV.,88
34605,JERRY, What?,88
34606,KRAMER, I'm puttin it on…,88
34607,KRAMER, Jerry . . .,88
34608,JERRY," Well, it has nothing to do with you.",88
34609,KRAMER," Yeah, but maybe he was so mad from the penalty stroke that he murdered the dry cleaner.",88
34610,JERRY," Well, generally speaking you don't need any extra incentive to murder a dry cleaner. I wouldn't worry about that.",88
34611,ELAINE, I like Julie. She's very personable.,88
34612,GEORGE," Yeah, she's very lovely.",88
34613,ELAINE, That's great George.,88
34614,GEORGE, So did you enjoy your lunch?,88
34615,ELAINE," Yeah, A big salad. Very good. Actually it was too big. Ha ha ha Wht?",88
34616,GEORGE," oh, . . .because she handed you the bag. I could have handed you the bag. She happened to pick it up at the restaurant even though, . . .",88
34617,ELAINE, Even though what?,88
34618,GEORGE," . . . naw, it's just you thanked HER, and and oh, . . . what's the difference?",88
34619,ELAINE," What? What are you trying to say, George?",88
34620,GEORGE, It's just that I was the one who actually paid for the big salad. She just happened to hand it to you. But it's no big deal.,88
34621,ELAINE," You want the money for the big salad, George?",88
34622,GEORGE," No, no,",88
34623,ELAINE, What is the problem?,88
34624,GEORGE, There is no problem. . . just a small miscommunication. Whereby you thanked her instead of the person actually responsible for purchasing the big salad.,88
34625,JERRY, And Kramer thinks a penalty stroke may have driven him to it.,88
34626,JERRY," Ah, no , I don't think so.",88
34627,JERRY, We don't need a bunch of people staring at us.,88
34628,JERRY," Hello. No she's not here. Yes I will tell her. No I don't know what time she might be coming back. Look I gotta' go. Goodbye. . . . That, that's a long story.",88
34629,JERRY, Hello Newman.,88
34630,JERRY," No, no I don't. Why?",88
34631,JERRY, I suppose.,88
34632,JERRY, I don't know. Nothing.?,88
34633,JERRY, You two know each other?,88
34634,JERRY, . . . YOU went out with . . . Newman?,88
34635,JERRY, Why?,88
34636,JERRY," You liked, Newman?",88
34637,JERRY," No, I'm sorry. I'm just a little curious. I mean why did you stop seeing him.",88
34638,JERRY, . . . HE ended it?,88
34639,JERRY," No, no of course not.",88
34640,KRAMER," Jerry, Jerry they found a tee.",88
34641,JERRY, What tee?,88
34642,KRAMER, A golf tee. In the dry cleaner.,88
34643,JERRY, Newman! She went out with Newman!,88
34644,ELAINE, It must be a mistake.,88
34645,JERRY," No. It isn't and the most distressing part of it is, not that she went out with him but that HE stopped seeing her. Do you understand? He, Newman; Newman stopped seeing her. Newman never stopped seeing anybody. Newman will see whoever is willing to see him. Not so much why she did see him as disturbing as that is. But why, did HE, Newman, stop seeing her?",88
34646,ELAINE, Perhaps there's more to him than meets the eye.,88
34647,JERRY," No, there's less.",88
34648,ELAINE, It's possible.,88
34649,JERRY, No it isn't. I've looked into his eyes. He's pure evil.,88
34650,ELAINE," He's an enigma, a mystery wrapped in a riddle.",88
34651,JERRY," Yeah, he's a mystery wrapped in a Twinkie.",88
34652,JERRY," No,, but thank you.",88
34653,JERRY," Oh, by the way, your stationery store guy called and he's got your pencil.",88
34654,ELAINE, Ugh! You are kidding me.,88
34655,JERRY," No, he left the store early, made a special trip to the distributor and got it.",88
34656,ELAINE, I bought mine yesterday on 14th Street.,88
34657,JERRY," Well, what did you do that for? You ordered it.",88
34658,ELAINE, To please Mr. Pitt.,88
34659,JERRY," Well, you better go down there and tell this guy. He's very excited.",88
34660,ELAINE," Uh, great!",88
34661,JERRY, Hi Julie.,88
34662,JERRY, Hi.,88
34663,ELAINE, Hi Julie.,88
34664,JERRY," Hi, how are you, Elaine? I'm meeting George here.",88
34665,ELAINE," Oh, well then I better get going otherwise George will make me buy him lunch to make up for that big salad he bought me yesterday.",88
34666,JERRY, How do you know THAT?,88
34667,JERRY, It's Jerry.,88
34668,JERRY, Come on Newman. OPEN THE DOOR!,88
34669,JERRY," Okay, pudgy, lets stop playing games. What happened with margaret?",88
34670,JERRY," No, we can't. My skin is crawling just being inside your little rat's nest. Now, what happened?",88
34671,JERRY, Noit your type?,88
34672,JERRY," Well, how come?",88
34673,JERRY," What, what is wrong with her?",88
34674,JERRY, You don't think she's attractive?,88
34675,JERRY," Okay, Newman, thanks a lot.",88
34676,JERRY," No, thank you.",88
34677,KRAMER," Listen to this, ""If a player cleans his ball during the play of a hole accept on the putting green he shall incur a penalty of one stroke. "" That's a rule, Jerry.",88
34678,JERRY, But it's just a friendly game. Why do you have to be such a stickler?,88
34679,KRAMER," Because that's the way I weas raised. You know when I was growing up I had to be in bed every night by nine o'clock. And if I wasn't, well I don't have to tell you what happened.",88
34680,JERRY, What are you so worried about this for?,88
34681,KRAMER, You know he talked about Pinkus on the course?,88
34682,JERRY, He did?,88
34683,KRAMER," Oh yeah, he said he brought a pair of pants into Pinkus' and they came back stained with some kind of dry cleaning fluid. And Pinkus denied responsibility. You see he was very upset with Pinkus.",88
34684,JERRY, So it had nothing to do with you.,88
34685,KRAMER," Yeah, but maybe I pushed him over the edge.",88
34686,JERRY," No, I don't think so.",88
34687,KRAMER," Poor Pinkus, poor little Pinkus.",88
34688,JERRY," Hey, let me ask you a question. You met margaret. Doo you think Margaret's good looking? Um, she's a natural beauty. Oh, no makeup. I like that.",88
34689,JERRY," Yeah, and the curls. You like the curls?",88
34690,KRAMER," Oh, I love curls.",88
34691,JERRY," Yeah,, me too.",88
34692,KRAMER," All right, I'll see you later.",88
34693,JERRY, Where you going?,88
34694,KRAMER, Genderson's.,88
34695,JERRY, You're going to see Genderson?,88
34696,KRAMER, It's weighing on my conscience.,88
34697,GEORGE," You know, I think I could have played with dolls if their were dolls in the house. It seems like fun to me. It doesn't seem like a gender thing. I think I would like to play with dolls. What's so terrible?",88
34698,GEORGE, A ha! We're just friends.,88
34699,GEORGE," Oh, share.",88
34700,GEORGE," Ha, ha ha uh, I'm not following that.",88
34701,GEORGE," Well, she probably just assumed.",88
34702,GEORGE," . . .uh, . . . wait a second. Are you suggesting that I went out of my way to tell Elaine that even though you handed her the big salad, that it came from me?",88
34703,GEORGE," . . . WELL IT WAS A BIG SALAD. AND WHAT I WOULD LIKE TO KNOW IS, HOW DOES A PERSON WHO HAS NOTHING TO DO WITH THE BIG SALAD CLAIM RESPONSIBILITY FOR THAT SALAD AND ACCEPT THE THANK YOU UNDER FALSE PRETENSES - AH - AH?",88
